row_id,week_date,month,sku,category,region,channel,promo_type,discount_pct,baseline_units,actual_units_sold,selling_price,revenue,promo_cost,incremental_units,incremental_revenue,is_promo
671,2023-11-20,11,Cola 500ml,Carbonated Drinks,West India,Modern Trade,Light Discount (10%),10,2075.5,2534,40.5,102627.0,11403.0,458.46,9227.87,1
672,2023-11-27,11,Cola 500ml,Carbonated Drinks,West India,Modern Trade,No Promotion,0,2538.3,2538,45.0,114210.0,0,0,0,0
673,2023-12-04,12,Cola 500ml,Carbonated Drinks,West India,Modern Trade,Light Discount (10%),10,2674.2,3520,40.5,142560.0,15840.0,845.77,22219.52,1
674,2023-12-11,12,Cola 500ml,Carbonated Drinks,West India,Modern Trade,No Promotion,0,3086.6,3086,45.0,138870.0,0,0,0,0
675,2023-12-18,12,Cola 500ml,Carbonated Drinks,West India,Modern Trade,Display + Discount,15,3043.5,6395,38.25,244608.75,43166.25,3351.49,107650.68,1
676,2023-12-25,12,Cola 500ml,Carbonated Drinks,West India,Modern Trade,No Promotion,0,2961.2,2961,45.0,133245.0,0,0,0,0
677,2023-01-02,1,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,1499.4,2307,36.0,83052.0,20763.0,807.61,15579.52,1
678,2023-01-09,1,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,1678.2,2509,36.0,90324.0,22581.0,830.75,14802.86,1
679,2023-01-16,1,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1702.3,1702,45.0,76590.0,0,0,0,0
680,2023-01-23,1,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1503.6,1503,45.0,67635.0,0,0,0,0
681,2023-01-30,1,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1382.5,1382,45.0,62190.0,0,0,0,0
682,2023-02-06,2,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,1543.3,2556,36.0,92016.0,23004.0,1012.69,22567.21,1
683,2023-02-13,2,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,BOGO (Buy One Get One),50,1330.4,3196,22.5,71910.0,71910.0,1865.6,12041.8,1
684,2023-02-20,2,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,1484.2,1851,40.5,74965.5,8329.5,366.8,8176.29,1
685,2023-02-27,2,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,BOGO (Buy One Get One),50,1457.5,3587,22.5,80707.5,80707.5,2129.5,15119.88,1
686,2023-03-06,3,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1503.0,1503,45.0,67635.0,0,0,0,0
687,2023-03-13,3,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,1550.4,2334,36.0,84024.0,21006.0,783.58,14255.06,1
688,2023-03-20,3,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1562.4,1562,45.0,70290.0,0,0,0,0
689,2023-03-27,3,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1627.6,1627,45.0,73215.0,0,0,0,0
690,2023-04-03,4,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1669.2,1669,45.0,75105.0,0,0,0,0
691,2023-04-10,4,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,1772.7,2192,40.5,88776.0,9864.0,419.28,9003.56,1
692,2023-04-17,4,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,BOGO (Buy One Get One),50,1790.1,4120,22.5,92700.0,92700.0,2329.9,12145.47,1
693,2023-04-24,4,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,1808.5,2181,40.5,88330.5,9814.5,372.54,6949.98,1
694,2023-05-01,5,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1743.6,1743,45.0,78435.0,0,0,0,0
695,2023-05-08,5,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1745.8,1745,45.0,78525.0,0,0,0,0
696,2023-05-15,5,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Deep Discount (30%),30,1765.0,3370,31.5,106155.0,45495.0,1604.96,26728.21,1
697,2023-05-22,5,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1520.1,1520,45.0,68400.0,0,0,0,0
698,2023-05-29,5,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1802.1,1802,45.0,81090.0,0,0,0,0
699,2023-06-05,6,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Display + Discount,15,1771.9,3494,38.25,133645.5,23584.5,1722.14,53911.8,1
700,2023-06-12,6,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,1989.3,3285,36.0,118260.0,29565.0,1295.65,28739.43,1
701,2023-06-19,6,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,2051.3,2051,45.0,92295.0,0,0,0,0
702,2023-06-26,6,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1800.4,1800,45.0,81000.0,0,0,0,0
703,2023-07-03,7,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Deep Discount (30%),30,1949.9,3639,31.5,114628.5,49126.5,1689.07,26881.52,1
704,2023-07-10,7,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,1646.0,2015,40.5,81607.5,9067.5,369.0,7537.5,1
705,2023-07-17,7,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1658.8,1658,45.0,74610.0,0,0,0,0
706,2023-07-24,7,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1704.9,1704,45.0,76680.0,0,0,0,0
707,2023-07-31,7,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,2011.5,2011,45.0,90495.0,0,0,0,0
708,2023-08-07,8,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,2007.8,2007,45.0,90315.0,0,0,0,0
709,2023-08-14,8,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1682.4,1682,45.0,75690.0,0,0,0,0
710,2023-08-21,8,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1919.1,1919,45.0,86355.0,0,0,0,0
711,2023-08-28,8,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,2002.1,3260,36.0,117360.0,29340.0,1257.87,27264.23,1
712,2023-09-04,9,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1712.0,1712,45.0,77040.0,0,0,0,0
713,2023-09-11,9,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,1825.2,2129,40.5,86224.5,9580.5,303.8,4090.4,1
714,2023-09-18,9,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1829.9,1829,45.0,82305.0,0,0,0,0
715,2023-09-25,9,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1505.9,1505,45.0,67725.0,0,0,0,0
716,2023-10-02,10,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1659.7,1659,45.0,74655.0,0,0,0,0
717,2023-10-09,10,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1870.6,1870,45.0,84150.0,0,0,0,0
718,2023-10-16,10,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1864.2,1864,45.0,83880.0,0,0,0,0
719,2023-10-23,10,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,1863.8,3112,36.0,112032.0,28008.0,1248.18,28160.25,1
720,2023-10-30,10,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1408.8,1408,45.0,63360.0,0,0,0,0
721,2023-11-06,11,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,2023.0,2692,40.5,109026.0,12114.0,669.04,17992.91,1
722,2023-11-13,11,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,2137.4,3372,36.0,121392.0,30348.0,1234.64,25211.02,1
723,2023-11-20,11,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,1894.2,1894,45.0,85230.0,0,0,0,0
724,2023-11-27,11,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Medium Discount (20%),20,2089.6,3250,36.0,117000.0,29250.0,1160.41,22968.39,1
725,2023-12-04,12,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,2761.7,3241,40.5,131260.5,14584.5,479.27,6982.43,1
726,2023-12-11,12,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,No Promotion,0,2639.1,2639,45.0,118755.0,0,0,0,0
727,2023-12-18,12,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,2447.2,3142,40.5,127251.0,14139.0,694.81,17127.49,1
728,2023-12-25,12,Cola 500ml,Carbonated Drinks,West India,Quick Commerce,Light Discount (10%),10,2368.1,3009,40.5,121864.5,13540.5,640.92,15301.08,1
729,2023-01-02,1,Cola 500ml,Carbonated Drinks,West India,E-Commerce,BOGO (Buy One Get One),50,1461.9,3338,22.5,75105.0,75105.0,1876.11,9319.87,1
730,2023-01-09,1,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Medium Discount (20%),20,1243.1,2057,36.0,74052.0,18513.0,813.91,18112.9,1
731,2023-01-16,1,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1353.2,1353,45.0,60885.0,0,0,0,0
732,2023-01-23,1,Cola 500ml,Carbonated Drinks,West India,E-Commerce,BOGO (Buy One Get One),50,1343.0,3094,22.5,69615.0,69615.0,1751.03,9181.35,1
733,2023-01-30,1,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1428.8,1749,40.5,70834.5,7870.5,320.23,6539.71,1
734,2023-02-06,2,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1185.4,1381,40.5,55930.5,6214.5,195.58,2586.54,1
735,2023-02-13,2,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1156.3,1156,45.0,52020.0,0,0,0,0
736,2023-02-20,2,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1387.6,1387,45.0,62415.0,0,0,0,0
737,2023-02-27,2,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1156.6,1156,45.0,52020.0,0,0,0,0
738,2023-03-06,3,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Deep Discount (30%),30,1546.2,2947,31.5,92830.5,39784.5,1400.8,23251.35,1
739,2023-03-13,3,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1545.7,1545,45.0,69525.0,0,0,0,0
740,2023-03-20,3,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1573.2,1573,45.0,70785.0,0,0,0,0
741,2023-03-27,3,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1222.8,1222,45.0,54990.0,0,0,0,0
742,2023-04-03,4,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Medium Discount (20%),20,1454.9,2266,36.0,81576.0,20394.0,811.08,16104.66,1
743,2023-04-10,4,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1529.2,1529,45.0,68805.0,0,0,0,0
744,2023-04-17,4,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1354.3,1354,45.0,60930.0,0,0,0,0
745,2023-04-24,4,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Deep Discount (30%),30,1497.1,2816,31.5,88704.0,38016.0,1318.86,21332.73,1
746,2023-05-01,5,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1658.7,2138,40.5,86589.0,9621.0,479.28,11946.57,1
747,2023-05-08,5,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1778.7,1778,45.0,80010.0,0,0,0,0
748,2023-05-15,5,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1665.3,1665,45.0,74925.0,0,0,0,0
749,2023-05-22,5,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1607.4,1607,45.0,72315.0,0,0,0,0
750,2023-05-29,5,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Medium Discount (20%),20,1641.9,2669,36.0,96084.0,24021.0,1027.13,22199.89,1
751,2023-06-05,6,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1897.7,1897,45.0,85365.0,0,0,0,0
752,2023-06-12,6,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1477.7,1477,45.0,66465.0,0,0,0,0
753,2023-06-19,6,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1549.3,1549,45.0,69705.0,0,0,0,0
754,2023-06-26,6,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1881.8,2513,40.5,101776.5,11308.5,631.24,17097.41,1
755,2023-07-03,7,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1716.3,1716,45.0,77220.0,0,0,0,0
756,2023-07-10,7,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1834.4,2268,40.5,91854.0,10206.0,433.57,9304.87,1
757,2023-07-17,7,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1622.0,1622,45.0,72990.0,0,0,0,0
758,2023-07-24,7,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1957.8,2475,40.5,100237.5,11137.5,517.16,12134.55,1
759,2023-07-31,7,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1752.2,2355,40.5,95377.5,10597.5,602.78,16527.39,1
760,2023-08-07,8,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1689.6,1689,45.0,76005.0,0,0,0,0
761,2023-08-14,8,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1514.0,1514,45.0,68130.0,0,0,0,0
762,2023-08-21,8,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1539.2,1539,45.0,69255.0,0,0,0,0
763,2023-08-28,8,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1498.7,1498,45.0,67410.0,0,0,0,0
764,2023-09-04,9,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1307.1,1537,40.5,62248.5,6916.5,229.91,3429.66,1
765,2023-09-11,9,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1579.0,2130,40.5,86265.0,9585.0,551.0,15210.14,1
766,2023-09-18,9,Cola 500ml,Carbonated Drinks,West India,E-Commerce,BOGO (Buy One Get One),50,1544.1,3315,22.5,74587.5,74587.5,1770.94,5104.89,1
767,2023-09-25,9,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Medium Discount (20%),20,1408.8,2194,36.0,78984.0,19746.0,785.18,15587.28,1
768,2023-10-02,10,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1266.3,1266,45.0,56970.0,0,0,0,0
769,2023-10-09,10,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,1380.7,1854,40.5,75087.0,8343.0,473.3,12955.46,1
770,2023-10-16,10,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1649.3,1649,45.0,74205.0,0,0,0,0
771,2023-10-23,10,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1628.7,1628,45.0,73260.0,0,0,0,0
772,2023-10-30,10,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1454.5,1454,45.0,65430.0,0,0,0,0
773,2023-11-06,11,Cola 500ml,Carbonated Drinks,West India,E-Commerce,BOGO (Buy One Get One),50,2017.5,4620,22.5,103950.0,103950.0,2602.47,13161.11,1
774,2023-11-13,11,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,1690.6,1690,45.0,76050.0,0,0,0,0
775,2023-11-20,11,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Deep Discount (30%),30,1948.0,3660,31.5,115290.0,49410.0,1711.96,27628.14,1
776,2023-11-27,11,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,2144.9,2144,45.0,96480.0,0,0,0,0
777,2023-12-04,12,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,2290.9,2290,45.0,103050.0,0,0,0,0
778,2023-12-11,12,Cola 500ml,Carbonated Drinks,West India,E-Commerce,No Promotion,0,2269.4,2269,45.0,102105.0,0,0,0,0
779,2023-12-18,12,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Medium Discount (20%),20,2057.2,3424,36.0,123264.0,30816.0,1366.82,30690.93,1
780,2023-12-25,12,Cola 500ml,Carbonated Drinks,West India,E-Commerce,Light Discount (10%),10,2203.3,2784,40.5,112752.0,12528.0,580.74,13605.32,1
781,2023-01-02,1,Cola 500ml,Carbonated Drinks,West India,Kirana,Light Discount (10%),10,1451.7,1676,40.5,67878.0,7542.0,224.3,2551.33,1
782,2023-01-09,1,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1464.2,1464,45.0,65880.0,0,0,0,0
783,2023-01-16,1,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1423.2,1423,45.0,64035.0,0,0,0,0
784,2023-01-23,1,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1676.9,1676,45.0,75420.0,0,0,0,0
785,2023-01-30,1,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1650.0,1650,45.0,74250.0,0,0,0,0
786,2023-02-06,2,Cola 500ml,Carbonated Drinks,West India,Kirana,Medium Discount (20%),20,1289.3,1997,36.0,71892.0,17973.0,707.67,13872.03,1
787,2023-02-13,2,Cola 500ml,Carbonated Drinks,West India,Kirana,Light Discount (10%),10,1379.8,1784,40.5,72252.0,8028.0,404.24,10162.85,1
788,2023-02-20,2,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1328.7,1328,45.0,59760.0,0,0,0,0
789,2023-02-27,2,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1462.1,1462,45.0,65790.0,0,0,0,0
790,2023-03-06,3,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1545.1,1545,45.0,69525.0,0,0,0,0
791,2023-03-13,3,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1835.7,1835,45.0,82575.0,0,0,0,0
792,2023-03-20,3,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1731.5,1731,45.0,77895.0,0,0,0,0
793,2023-03-27,3,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1603.8,1603,45.0,72135.0,0,0,0,0
794,2023-04-03,4,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1547.0,1546,45.0,69570.0,0,0,0,0
795,2023-04-10,4,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1866.8,1866,45.0,83970.0,0,0,0,0
796,2023-04-17,4,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1772.0,1772,45.0,79740.0,0,0,0,0
797,2023-04-24,4,Cola 500ml,Carbonated Drinks,West India,Kirana,Medium Discount (20%),20,1872.1,2784,36.0,100224.0,25056.0,911.87,15978.33,1
798,2023-05-01,5,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1957.5,1957,45.0,88065.0,0,0,0,0
799,2023-05-08,5,Cola 500ml,Carbonated Drinks,West India,Kirana,Light Discount (10%),10,1896.8,2307,40.5,93433.5,10381.5,410.2,8077.53,1
800,2023-05-15,5,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1735.2,1735,45.0,78075.0,0,0,0,0
801,2023-05-22,5,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1737.9,1737,45.0,78165.0,0,0,0,0
802,2023-05-29,5,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2037.9,2037,45.0,91665.0,0,0,0,0
803,2023-06-05,6,Cola 500ml,Carbonated Drinks,West India,Kirana,Display + Discount,15,1831.5,3493,38.25,133607.25,23577.75,1661.54,51191.69,1
804,2023-06-12,6,Cola 500ml,Carbonated Drinks,West India,Kirana,Deep Discount (30%),30,1950.1,3710,31.5,116865.0,50085.0,1759.89,29110.27,1
805,2023-06-19,6,Cola 500ml,Carbonated Drinks,West India,Kirana,Medium Discount (20%),20,1915.8,2827,36.0,101772.0,25443.0,911.16,15559.13,1
806,2023-06-26,6,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2198.8,2198,45.0,98910.0,0,0,0,0
807,2023-07-03,7,Cola 500ml,Carbonated Drinks,West India,Kirana,Medium Discount (20%),20,2311.5,3795,36.0,136620.0,34155.0,1483.52,32603.56,1
808,2023-07-10,7,Cola 500ml,Carbonated Drinks,West India,Kirana,Light Discount (10%),10,1784.0,2257,40.5,91408.5,10156.5,473.03,11129.84,1
809,2023-07-17,7,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1777.9,1777,45.0,79965.0,0,0,0,0
810,2023-07-24,7,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1942.2,1942,45.0,87390.0,0,0,0,0
811,2023-07-31,7,Cola 500ml,Carbonated Drinks,West India,Kirana,Display + Discount,15,2274.8,4309,38.25,164819.25,29085.75,2034.22,62454.37,1
812,2023-08-07,8,Cola 500ml,Carbonated Drinks,West India,Kirana,Deep Discount (30%),30,1876.7,3396,31.5,106974.0,45846.0,1519.34,22524.15,1
813,2023-08-14,8,Cola 500ml,Carbonated Drinks,West India,Kirana,Light Discount (10%),10,1678.5,2156,40.5,87318.0,9702.0,477.45,11783.37,1
814,2023-08-21,8,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1997.8,1997,45.0,89865.0,0,0,0,0
815,2023-08-28,8,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2031.9,2031,45.0,91395.0,0,0,0,0
816,2023-09-04,9,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1832.2,1832,45.0,82440.0,0,0,0,0
817,2023-09-11,9,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1644.9,1644,45.0,73980.0,0,0,0,0
818,2023-09-18,9,Cola 500ml,Carbonated Drinks,West India,Kirana,Deep Discount (30%),30,1540.4,2802,31.5,88263.0,37827.0,1261.59,18944.69,1
819,2023-09-25,9,Cola 500ml,Carbonated Drinks,West India,Kirana,Medium Discount (20%),20,1670.2,2521,36.0,90756.0,22689.0,850.78,15595.92,1
820,2023-10-02,10,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1666.5,1666,45.0,74970.0,0,0,0,0
821,2023-10-09,10,Cola 500ml,Carbonated Drinks,West India,Kirana,Medium Discount (20%),20,2004.7,3124,36.0,112464.0,28116.0,1119.32,22253.24,1
822,2023-10-16,10,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1879.6,1879,45.0,84555.0,0,0,0,0
823,2023-10-23,10,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1847.6,1847,45.0,83115.0,0,0,0,0
824,2023-10-30,10,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,1932.5,1932,45.0,86940.0,0,0,0,0
825,2023-11-06,11,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2121.9,2121,45.0,95445.0,0,0,0,0
826,2023-11-13,11,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2100.9,2100,45.0,94500.0,0,0,0,0
827,2023-11-20,11,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2242.8,2242,45.0,100890.0,0,0,0,0
828,2023-11-27,11,Cola 500ml,Carbonated Drinks,West India,Kirana,Deep Discount (30%),30,1954.4,3740,31.5,117810.0,50490.0,1785.55,29859.88,1
829,2023-12-04,12,Cola 500ml,Carbonated Drinks,West India,Kirana,Display + Discount,15,2653.3,5347,38.25,204522.75,36092.25,2693.75,85126.33,1
830,2023-12-11,12,Cola 500ml,Carbonated Drinks,West India,Kirana,Medium Discount (20%),20,2868.3,4316,36.0,155376.0,38844.0,1447.7,26302.37,1
831,2023-12-18,12,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2833.6,2833,45.0,127485.0,0,0,0,0
832,2023-12-25,12,Cola 500ml,Carbonated Drinks,West India,Kirana,No Promotion,0,2929.6,2929,45.0,131805.0,0,0,0,0
833,2023-01-02,1,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,863.6,863,125.0,107875.0,0,0,0,0
834,2023-01-09,1,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Medium Discount (20%),20,780.0,1201,100.0,120100.0,30025.0,421.01,22601.41,1
835,2023-01-16,1,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,1005.6,1005,125.0,125625.0,0,0,0,0
836,2023-01-23,1,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,835.5,835,125.0,104375.0,0,0,0,0
837,2023-01-30,1,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,936.1,936,125.0,117000.0,0,0,0,0
838,2023-02-06,2,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,889.8,889,125.0,111125.0,0,0,0,0
839,2023-02-13,2,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Light Discount (10%),10,781.7,961,112.5,108112.5,12012.5,179.25,10394.09,1
840,2023-02-20,2,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Deep Discount (30%),30,795.4,1480,87.5,129500.0,55500.0,684.56,30069.97,1
841,2023-02-27,2,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Light Discount (10%),10,943.9,1237,112.5,139162.5,15462.5,293.12,21177.17,1
842,2023-03-06,3,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Medium Discount (20%),20,889.9,1431,100.0,143100.0,35775.0,541.07,31859.28,1
843,2023-03-13,3,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Deep Discount (30%),30,816.3,1564,87.5,136850.0,58650.0,747.68,34809.87,1
844,2023-03-20,3,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,903.4,903,125.0,112875.0,0,0,0,0
845,2023-03-27,3,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Medium Discount (20%),20,1049.0,1703,100.0,170300.0,42575.0,653.95,39169.2,1
846,2023-04-03,4,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,BOGO (Buy One Get One),50,1094.9,2522,62.5,157625.0,157625.0,1427.07,20758.14,1
847,2023-04-10,4,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Light Discount (10%),10,1110.1,1407,112.5,158287.5,17587.5,296.9,19524.54,1
848,2023-04-17,4,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,957.8,957,125.0,119625.0,0,0,0,0
849,2023-04-24,4,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,No Promotion,0,872.3,872,125.0,109000.0,0,0,0,0
850,2023-05-01,5,Energy Drink 250ml,Energy Drinks,North India,Modern Trade,Light Discount (10%),10,889.2,1161,112.5,130612.5,14512.5,271.78,19460.06,1
